,property_id,street,suburb,state,postcode,latitude,longitude,price,bedrooms,bathrooms,parking,property_type,carpark_flag,price_rent,coordinate,postcode_property_count
4751,15898232,39 mountain avenue,FRANKSTON SOUTH,VIC,3199,-38.1959724,145.126511,"$1,100 per week",5,3,3,House,0,1100.0,"[-38.1959724, 145.126511]",88
4791,15511340,6/3 pepe court,FRANKSTON,VIC,3199,-38.1505661,145.16774,$210 pw,1,1,0,Studio,0,210.0,"[-38.1505661, 145.16774]",88
4753,15500978,5/5 petrie street,FRANKSTON,VIC,3199,-38.1411743,145.129288,280 / wk,2,1,1,Apartment / Unit / Flat,0,280.0,"[-38.1411743, 145.129288]",88
4772,16040408,114 beach street,FRANKSTON,VIC,3199,-38.143692,145.134415,$380 / wk,3,1,3,House,0,380.0,"[-38.143692, 145.134415]",88
4749,16008192,40 frank street,FRANKSTON,VIC,3199,-38.13725,145.1458,$470/week,3,1,2,House,0,470.0,"[-38.13725, 145.1458]",88
4782,16011440,6 towerhill road,FRANKSTON,VIC,3199,-38.16262,145.134674,$440,3,1,1,House,0,440.0,"[-38.16262, 145.134674]",88
4781,16036167,12 sarah place,FRANKSTON SOUTH,VIC,3199,-38.1686325,145.1402,$630,4,2,1,House,0,630.0,"[-38.1686325, 145.1402]",88
4811,16029882,160 cranbourne road,FRANKSTON,VIC,3199,-38.14853,145.147308,$370,3,1,2,House,0,370.0,"[-38.14853, 145.147308]",88
4828,16046288,7/26 wave street,FRANKSTON,VIC,3199,-38.132206,145.135132,$350 pw,2,1,1,Apartment / Unit / Flat,0,350.0,"[-38.132206, 145.135132]",88
4756,16078817,3/37 williams street,FRANKSTON,VIC,3199,-38.15167,145.123383,$515 / Wk,2,2,3,Townhouse,0,515.0,"[-38.15167, 145.123383]",88
4801,16066123,17 frome avenue,FRANKSTON,VIC,3199,-38.15549,145.125961,$400 pw,3,1,0,House,0,400.0,"[-38.15549, 145.125961]",88
4810,16057959,2 lawson avenue,FRANKSTON SOUTH,VIC,3199,-38.16923,145.137711,$495 pw,4,2,2,House,0,495.0,"[-38.16923, 145.137711]",88
4780,16041656,4/8-10 joy street,FRANKSTON,VIC,3199,-38.14565,145.132126,$350,2,1,2,Apartment / Unit / Flat,0,350.0,"[-38.14565, 145.132126]",88
4825,16052794,2/40 high street,FRANKSTON,VIC,3199,-38.1489525,145.121246,$410 pw,2,1,1,Apartment / Unit / Flat,0,410.0,"[-38.1489525, 145.121246]",88
4775,16060278,3/402 nepean highway,FRANKSTON,VIC,3199,-38.1384277,145.122955,$335 pw,2,1,1,Apartment / Unit / Flat,0,335.0,"[-38.1384277, 145.122955]",88
4768,16055026,2/25 cranbourne road,FRANKSTON,VIC,3199,-38.15161,145.151855,$300 / wk,1,1,1,Apartment / Unit / Flat,0,300.0,"[-38.15161, 145.151855]",88
11714,16043545,13 aspen court,FRANKSTON NORTH,VIC,3200,-38.11415,145.1598,$400.00 per week,3,1,4,House,0,400.0,"[-38.11415, 145.1598]",13
11712,16053630,377 frankston-dandenong road,FRANKSTON NORTH,VIC,3200,-38.1177979,145.150589,$400 pw,3,1,2,House,0,400.0,"[-38.1177979, 145.150589]",13
11708,16072030,287 frankston dandenong road,FRANKSTON NORTH,VIC,3200,-38.12245,145.143677,$360 pw,3,1,1,House,0,360.0,"[-38.12245, 145.143677]",13
11711,16055085,16 lindsay street,FRANKSTON NORTH,VIC,3200,-38.11949,145.153641,$375 /wk,3,1,1,House,0,375.0,"[-38.11949, 145.153641]",13
11710,16055736,48 pine street,FRANKSTON NORTH,VIC,3200,-38.1249123,145.1445,$425,3,1,2,House,0,425.0,"[-38.1249123, 145.1445]",13
11718,15428492,17 hickory crescent,FRANKSTON NORTH,VIC,3200,-38.12486,145.151016,$400,3,1,2,House,0,400.0,"[-38.12486, 145.151016]",13
10368,16069678,35 szer way,CARRUM DOWNS,VIC,3201,-38.10518,145.176453,$475.00,3,2,1,House,0,475.0,"[-38.10518, 145.176453]",21
10370,16066093,1/15 sitella court,CARRUM DOWNS,VIC,3201,-38.10715,145.172272,$440 pw,3,2,1,House,0,440.0,"[-38.10715, 145.172272]",21
10361,16077443,6 prospect court,CARRUM DOWNS,VIC,3201,-38.10016,145.182953,$440 pw,2,2,1,House,0,440.0,"[-38.10016, 145.182953]",21
10371,16065505,53 clifton park drive,CARRUM DOWNS,VIC,3201,-38.09157,145.172119,$550.00 pw,3,2,2,House,0,550.0,"[-38.09157, 145.172119]",21
10372,16064959,9 katrina court,CARRUM DOWNS,VIC,3201,-38.08937,145.192139,$450,3,2,5,House,0,450.0,"[-38.08937, 145.192139]",21
10378,15559146,1/1 parrot court,CARRUM DOWNS,VIC,3201,-38.1133575,145.175964,$380,3,2,1,House,0,380.0,"[-38.1133575, 145.175964]",21
10379,15219851,55 gamble road,CARRUM DOWNS,VIC,3201,-38.1123962,145.188873,$395 per week,3,2,2,House,0,395.0,"[-38.1123962, 145.188873]",21
10362,16077373,3/12 bradford drive,CARRUM DOWNS,VIC,3201,-38.08918,145.187347,$450 pw,3,2,1,Apartment / Unit / Flat,0,450.0,"[-38.08918, 145.187347]",21
10375,16052781,24 lats avenue,CARRUM DOWNS,VIC,3201,-38.1000175,145.192337,$430 pw,3,1,1,Apartment / Unit / Flat,0,430.0,"[-38.1000175, 145.192337]",21
10367,16073882,5b scarlett avenue,CARRUM DOWNS,VIC,3201,-38.08788,145.196152,$480,3,3,2,Townhouse,0,480.0,"[-38.08788, 145.196152]",21
6271,16014889,9/28 holloway street,ORMOND,VIC,3204,-37.902298,145.0479,$380.00,2,1,1,Apartment / Unit / Flat,0,380.0,"[-37.902298, 145.0479]",114
6242,16073123,43 leila road,ORMOND,VIC,3204,-37.90114,145.048019,$860.00,3,2,2,House,0,860.0,"[-37.90114, 145.048019]",114
6218,16051654,1/34 lillimur road,ORMOND,VIC,3204,-37.90117,145.042145,$280.00,1,1,1,Apartment / Unit / Flat,0,280.0,"[-37.90117, 145.042145]",114
6285,16063582,11. plym street,BENTLEIGH,VIC,3204,-37.93164,145.036133,$550.00,4,2,2,House,0,550.0,"[-37.93164, 145.036133]",114
6194,14409091,2a the highway,BENTLEIGH,VIC,3204,-37.91895,145.0461,$765 per week,3,2,1,House,0,765.0,"[-37.91895, 145.0461]",114
6224,16041921,696 north road,ORMOND,VIC,3204,-37.9052162,145.048019,$600.00,3,1,1,House,0,600.0,"[-37.9052162, 145.048019]",114
6225,16039348,1/289 mckinnon road,MCKINNON,VIC,3204,-37.9120941,145.047531,$720.00,3,2,2,Villa,0,720.0,"[-37.9120941, 145.047531]",114
6193,14592810,294 mckinnon road,MCKINNON,VIC,3204,-37.9121437,145.045563,$450 per week,2,1,2,House,0,450.0,"[-37.9121437, 145.045563]",114
6258,16072493,9/30 walsh street,ORMOND,VIC,3204,-37.90276,145.047485,$260.00,1,1,1,Apartment / Unit / Flat,0,260.0,"[-37.90276, 145.047485]",114
6227,16034902,4/16 wembley grove,MCKINNON,VIC,3204,-37.9103355,145.046738,$460.00,2,1,1,House,0,460.0,"[-37.9103355, 145.046738]",114
6253,15882922,109/15 vickery street,BENTLEIGH,VIC,3204,-37.9166,145.038773,$550.00,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.9166, 145.038773]",114
6243,16071629,24 lysbeth street,MCKINNON,VIC,3204,-37.90795,145.031387,$750.00,3,2,2,House,0,750.0,"[-37.90795, 145.031387]",114
6278,16074981,2/70-72 whitmuir road,MCKINNON,VIC,3204,-37.9107857,145.0297,$550 per week,3,1,1,Apartment / Unit / Flat,0,550.0,"[-37.9107857, 145.0297]",114
6239,16076133,201/19 lillimur road,ORMOND,VIC,3204,-37.9018,145.0412,$480,2,2,1,House,0,480.0,"[-37.9018, 145.0412]",114
6190,15825305,264 centre road,BENTLEIGH,VIC,3204,-37.9177,145.031082,"$1,000",2,1,4,House,0,1000.0,"[-37.9177, 145.031082]",114
6185,16060245,30b mckittrick road,BENTLEIGH,VIC,3204,-37.9297447,145.04361,$810,3,2,2,Townhouse,0,810.0,"[-37.9297447, 145.04361]",114
6207,15888537,14c castles road,BENTLEIGH,VIC,3204,-37.9320526,145.041,$750,4,2,2,Townhouse,0,750.0,"[-37.9320526, 145.041]",114
6252,15901567,35 carlyon street,ORMOND,VIC,3204,-37.90623,145.041367,$630 pw,3,2,1,House,0,630.0,"[-37.90623, 145.041367]",114
6210,15648624,1/15 collins street,ORMOND,VIC,3204,-37.9070663,145.051636,$350 pw Furnished,1,1,1,Studio,0,350.0,"[-37.9070663, 145.051636]",114
6270,16023012,1/148 tucker road,BENTLEIGH,VIC,3204,-37.9211273,145.0511,$470,2,2,1,Apartment / Unit / Flat,0,470.0,"[-37.9211273, 145.0511]",114
6197,16010779,18 walnut street,ORMOND,VIC,3204,-37.9085655,145.049988,$830,4,2,1,House,0,830.0,"[-37.9085655, 145.049988]",114
6213,15231944,2/247 grange road,ORMOND,VIC,3204,-37.8994026,145.044373,$550 p.w.,3,1,1,Apartment / Unit / Flat,0,550.0,"[-37.8994026, 145.044373]",114
6232,16014841,36b windsor avenue,MCKINNON,VIC,3204,-37.91397,145.0487,"$1,100.00",4,2,2,Townhouse,0,1100.0,"[-37.91397, 145.0487]",114
6279,16071383,50 north avenue,BENTLEIGH,VIC,3204,-37.92767,145.034912,$650.00,2,1,2,House,0,650.0,"[-37.92767, 145.034912]",114
6206,15923120,3/85 nicholson street,MCKINNON,VIC,3204,-37.91244,145.037262,$395.00,2,1,1,Apartment / Unit / Flat,0,395.0,"[-37.91244, 145.037262]",114
6259,16072066,12/267 centre road,BENTLEIGH,VIC,3204,-37.91736,145.031815,$420.00,2,1,1,Apartment / Unit / Flat,0,420.0,"[-37.91736, 145.031815]",114
6274,15988200,14 evelyn street,BENTLEIGH,VIC,3204,-37.91864,145.050232,"$1,550.00",4,2,2,Townhouse,0,1550.0,"[-37.91864, 145.050232]",114
6187,16050368,3b malcolm street,MCKINNON,VIC,3204,-37.9133224,145.045425,"$1,125",4,2,2,House,0,1125.0,"[-37.9133224, 145.045425]",114
6255,11720182,616 north road,ORMOND,VIC,3204,-37.90453,145.042572,$499 per week,2,1,2,House,0,499.0,"[-37.90453, 145.042572]",114
6276,16076976,8/66 bent street,MCKINNON,VIC,3204,-37.9116669,145.039063,$495.00,2,2,1,Apartment / Unit / Flat,0,495.0,"[-37.9116669, 145.039063]",114
6249,15971424,49 wright street,MCKINNON,VIC,3204,-37.9127464,145.0302,$900 per week,4,2,2,House,0,900.0,"[-37.9127464, 145.0302]",114
6221,16047033,372 north road,ORMOND,VIC,3204,-37.90252,145.026917,$510.00,3,1,1,House,0,510.0,"[-37.90252, 145.026917]",114
6272,16006854,10 claire street,MCKINNON,VIC,3204,-37.9119644,145.040421,$1095.00 Per Week,4,2,3,House,0,1095.0,"[-37.9119644, 145.040421]",114
6208,15813700,6/1 south avenue,BENTLEIGH,VIC,3204,-37.9314957,145.03418,$380.00,2,1,1,Apartment / Unit / Flat,0,380.0,"[-37.9314957, 145.03418]",114
6216,16053917,1/297 grange road,ORMOND,VIC,3204,-37.90291,145.043671,$415,2,1,1,Apartment / Unit / Flat,0,415.0,"[-37.90291, 145.043671]",114
6292,16042649,g06/261 centre road,BENTLEIGH,VIC,3204,-37.91723,145.0312,$385 per week,1,1,1,Apartment / Unit / Flat,0,385.0,"[-37.91723, 145.0312]",114
6277,16076602,14a geel street,BENTLEIGH,VIC,3204,-37.9254,145.044983,"$1,450.00",4,2,2,Townhouse,0,1450.0,"[-37.9254, 145.044983]",114
6262,16060521,277-279 centre road,BENTLEIGH,VIC,3204,-37.9175949,145.03299,$575 per week,2,2,2,Apartment / Unit / Flat,0,575.0,"[-37.9175949, 145.03299]",114
6211,15648523,12/121 tucker road,BENTLEIGH,VIC,3204,-37.9238663,145.05,$335.00,2,1,1,Apartment / Unit / Flat,0,335.0,"[-37.9238663, 145.05]",114
6198,16007426,1/11 holloway street,ORMOND,VIC,3204,-37.9014435,145.046127,$290 per week pw,1,1,1,Apartment / Unit / Flat,0,290.0,"[-37.9014435, 145.046127]",114
6257,16073014,1/30 holloway street,ORMOND,VIC,3204,-37.9022255,145.048111,$900.00,4,2,2,Townhouse,0,900.0,"[-37.9022255, 145.048111]",114
6289,16059004,2/21 hopkins street,MCKINNON,VIC,3204,-37.91047,145.026871,$630.00,3,2,1,Apartment / Unit / Flat,0,630.0,"[-37.91047, 145.026871]",114
6188,15991234,4/4 hamilton street,BENTLEIGH,VIC,3204,-37.9163361,145.03476,$625 per week,3,2,0,Townhouse,0,625.0,"[-37.9163361, 145.03476]",114
6233,15933472,1/15 gilmour road,BENTLEIGH,VIC,3204,-37.9320641,145.041473,$450.00,2,1,1,House,0,450.0,"[-37.9320641, 145.041473]",114
6290,16058983,1/21 hopkins street,MCKINNON,VIC,3204,-37.91054,145.02681,$700.00,3,2,2,Apartment / Unit / Flat,0,700.0,"[-37.91054, 145.02681]",114
6222,16046377,7/3 adelaide street,MCKINNON,VIC,3204,-37.9121132,145.041565,$700,3,2,2,Apartment / Unit / Flat,0,700.0,"[-37.9121132, 145.041565]",114
6234,15889622,4/50 robert street,BENTLEIGH,VIC,3204,-37.9219971,145.040344,$380 Per Week,1,1,1,Apartment / Unit / Flat,0,380.0,"[-37.9219971, 145.040344]",114
6291,16056936,36 garfield avenue,ORMOND,VIC,3204,-37.90415,145.051,$600 per week,3,1,1,House,0,600.0,"[-37.90415, 145.051]",114
6205,15960129,34 pascoe avenue,BENTLEIGH,VIC,3204,-37.9123268,145.027512,$760.00,4,2,2,House,0,760.0,"[-37.9123268, 145.027512]",114
6251,15941446,20 st james avenue,BENTLEIGH,VIC,3204,-37.9169,145.049225,$890,4,2,2,House,0,890.0,"[-37.9169, 145.049225]",114
6204,15977980,12b mckittrick street,BENTLEIGH,VIC,3204,-37.929512,145.04126,"$1,000.00",4,3,2,Townhouse,0,1000.0,"[-37.929512, 145.04126]",114
6238,16076344,6 osborne avenue,BENTLEIGH,VIC,3204,-37.91575,145.049484,$675 per week,3,1,4,House,0,675.0,"[-37.91575, 145.049484]",114
6260,16069389,"g09/5 claire street,",MCKINNON,VIC,3204,-37.91214,145.039642,$550 weekly,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.91214, 145.039642]",114
6294,16033493,1/269 grange road,ORMOND,VIC,3204,-37.9010849,145.0441,$430 per week,2,1,1,Apartment / Unit / Flat,0,430.0,"[-37.9010849, 145.0441]",114
6237,16077937,20 mortimore street,BENTLEIGH,VIC,3204,-37.9277725,145.042465,$780.00,3,2,2,House,0,780.0,"[-37.9277725, 145.042465]",114
6293,16041922,302/270 centre road,BENTLEIGH,VIC,3204,-37.9177322,145.031281,$480.00,2,1,1,Apartment / Unit / Flat,0,480.0,"[-37.9177322, 145.031281]",114
6287,16060820,4/13 lillimur road,ORMOND,VIC,3204,-37.9024925,145.041046,$530,2,1,1,Apartment / Unit / Flat,0,530.0,"[-37.9024925, 145.041046]",114
8263,14740775,1/320 kings way,SOUTH MELBOURNE,VIC,3205,-37.8344879,144.969147,$500 per week,2,1,1,Apartment / Unit / Flat,0,500.0,"[-37.8344879, 144.969147]",73
8219,16032282,16 tribe street,SOUTH MELBOURNE,VIC,3205,-37.8383064,144.949966,1180.00,3,2,1,House,0,1180.0,"[-37.8383064, 144.949966]",73
8282,16056089,76 nelson road,SOUTH MELBOURNE,VIC,3205,-37.8356476,144.952209,$1200.00 per week,4,2,1,House,0,1200.0,"[-37.8356476, 144.952209]",73
8245,13157513,144 clarendon st,SOUTH MELBOURNE,VIC,3205,-37.8344536,144.961243,$650,2,1,2,Apartment / Unit / Flat,0,650.0,"[-37.8344536, 144.961243]",73
8256,15982134,305/148 wells st,SOUTH MELBOURNE,VIC,3205,-37.8308029,144.96936,$640 weekly,3,2,1,Apartment / Unit / Flat,0,640.0,"[-37.8308029, 144.96936]",73
8259,15724034,m01/338 kings way,SOUTH MELBOURNE,VIC,3205,-37.8349724,144.970215,$520,2,1,1,Apartment / Unit / Flat,0,520.0,"[-37.8349724, 144.970215]",73
8250,16057364,2204/89 gladstone street,SOUTH MELBOURNE,VIC,3205,-37.8301544,144.950058,$425pw - S/Cage! White goods! Views!,1,1,0,Apartment / Unit / Flat,0,425.0,"[-37.8301544, 144.950058]",73
8222,15790608,1104/138 ferrars street,SOUTH MELBOURNE,VIC,3205,-37.82996,144.953262,$900 per week,2,2,1,Apartment / Unit / Flat,0,900.0,"[-37.82996, 144.953262]",73
8262,15262716,117/39 dorcas st,SOUTH MELBOURNE,VIC,3205,-37.83088,144.968643,$800pw - Renovated! Spacious!,3,2,2,Apartment / Unit / Flat,0,800.0,"[-37.83088, 144.968643]",73
8229,16050512,901/89 gladstone street,SOUTH MELBOURNE,VIC,3205,-37.8301544,144.950058,$450,2,1,0,Apartment / Unit / Flat,0,450.0,"[-37.8301544, 144.950058]",73
8285,16034120,316/253 normanby road,SOUTH MELBOURNE,VIC,3205,-37.8303223,144.946625,$530,1,1,0,Apartment / Unit / Flat,0,530.0,"[-37.8303223, 144.946625]",73
8240,15691858,104/39 park street,SOUTH MELBOURNE,VIC,3205,-37.8334,144.969055,"$565 per week, $2455 per month",2,2,1,Apartment / Unit / Flat,0,565.0,"[-37.8334, 144.969055]",73
8226,14463946,1001/28 bank street,SOUTH MELBOURNE,VIC,3205,-37.8315659,144.969131,$550/week,2,2,1,Apartment / Unit / Flat,0,550.0,"[-37.8315659, 144.969131]",73
8265,14311354,114 palmerston crescent,SOUTH MELBOURNE,VIC,3205,-37.835865,144.967422,$750 per week,2,1,1,House,0,750.0,"[-37.835865, 144.967422]",73
8217,16059120,424/85 market street,SOUTH MELBOURNE,VIC,3205,-37.8302574,144.957916,$400.00 per week,1,1,0,Apartment / Unit / Flat,0,400.0,"[-37.8302574, 144.957916]",73
8284,16034152,215/253 normanby road,SOUTH MELBOURNE,VIC,3205,-37.8303223,144.946625,$735,2,2,1,Apartment / Unit / Flat,0,735.0,"[-37.8303223, 144.946625]",73
8244,14089206,85 market street,SOUTH MELBOURNE,VIC,3205,-37.8302574,144.957916,$2000.00 per week,2,2,1,Apartment / Unit / Flat,0,2000.0,"[-37.8302574, 144.957916]",73
8247,16073092,230/85 market street,SOUTH MELBOURNE,VIC,3205,-37.8302574,144.957916,$420.00,1,1,0,Apartment / Unit / Flat,0,420.0,"[-37.8302574, 144.957916]",73
8236,15960390,188 ferrars street,SOUTH MELBOURNE,VIC,3205,-37.83248,144.954391,$950 per week,3,2,1,House,0,950.0,"[-37.83248, 144.954391]",73
8237,15934564,38/39 dorcas street,SOUTH MELBOURNE,VIC,3205,-37.83088,144.968643,$700.00,3,2,1,Apartment / Unit / Flat,0,700.0,"[-37.83088, 144.968643]",73
8277,16065978,2/187 bank street,SOUTH MELBOURNE,VIC,3205,-37.8341751,144.961533,$520.00 per week,1,1,0,Apartment / Unit / Flat,0,520.0,"[-37.8341751, 144.961533]",73
8215,16060007,503/78 eastern road,SOUTH MELBOURNE,VIC,3205,-37.8369751,144.9669,$800 per week,2,2,2,Apartment / Unit / Flat,0,800.0,"[-37.8369751, 144.9669]",73
8266,9763261,506/99 palmerston crescent,SOUTH MELBOURNE,VIC,3205,-37.836216,144.967255,$550.00 per week,2,1,1,Apartment / Unit / Flat,0,550.0,"[-37.836216, 144.967255]",73
8243,14740840,2/320 kings way,SOUTH MELBOURNE,VIC,3205,-37.8344879,144.969147,$1000 per week,4,1,3,Apartment / Unit / Flat,0,1000.0,"[-37.8344879, 144.969147]",73
8248,16072732,245 york street,SOUTH MELBOURNE,VIC,3205,-37.8328743,144.953018,$585.00,2,1,0,House,0,585.0,"[-37.8328743, 144.953018]",73
8220,16031639,31/88 park street,SOUTH MELBOURNE,VIC,3205,-37.83304,144.9682,$525 per week,2,1,1,Apartment / Unit / Flat,0,525.0,"[-37.83304, 144.9682]",73
8235,15970501,rear/114 bank street,SOUTH MELBOURNE,VIC,3205,-37.83277,144.964951,$750.00,2,2,1,Townhouse,0,750.0,"[-37.83277, 144.964951]",73
8267,16079686,203/333 ferrars street,SOUTH MELBOURNE,VIC,3205,-37.83856,144.957764,$650.00,2,2,1,Apartment / Unit / Flat,0,650.0,"[-37.83856, 144.957764]",73
8224,15429644,1006/138 ferrars street,SOUTH MELBOURNE,VIC,3205,-37.82996,144.953262,$925 per week,2,2,1,Apartment / Unit / Flat,0,925.0,"[-37.82996, 144.953262]",73
8253,16051215,1309/38 bank street,SOUTH MELBOURNE,VIC,3205,-37.83184,144.968246,$430.00,1,1,1,Apartment / Unit / Flat,0,430.0,"[-37.83184, 144.968246]",73
8230,16049643,207/244 dorcas street,SOUTH MELBOURNE,VIC,3205,-37.8332,144.959152,$390 weekly,1,1,0,Apartment / Unit / Flat,0,390.0,"[-37.8332, 144.959152]",73
8227,14089455,901 & 902/85 market street,SOUTH MELBOURNE,VIC,3205,-37.8301163,144.956909,$3750.00 per week,3,3,1,Apartment / Unit / Flat,0,3750.0,"[-37.8301163, 144.956909]",73
8251,16055439,unit 2709/50 albert road,SOUTH MELBOURNE,VIC,3205,-37.8340759,144.971039,$670,2,2,1,Apartment / Unit / Flat,0,670.0,"[-37.8340759, 144.971039]",73
8276,16068578,13 martin street,SOUTH MELBOURNE,VIC,3205,-37.8370132,144.958511,"$1,100.00",3,2,2,House,0,1100.0,"[-37.8370132, 144.958511]",73
8221,15823331,504/39 park street,SOUTH MELBOURNE,VIC,3205,-37.8334,144.969055,$650,2,2,1,Apartment / Unit / Flat,0,650.0,"[-37.8334, 144.969055]",73
8274,16069857,15 dow street,SOUTH MELBOURNE,VIC,3205,-37.8349457,144.9653,$750.00 per week,2,1,1,House,0,750.0,"[-37.8349457, 144.9653]",73
11492,15953878,61 ashworth street,ALBERT PARK,VIC,3206,-37.8488159,144.953186,$730,3,1,0,House,0,730.0,"[-37.8488159, 144.953186]",36
11488,16010656,234 bridport west street,ALBERT PARK,VIC,3206,-37.8418655,144.950714,$1175 pw,3,2,0,House,0,1175.0,"[-37.8418655, 144.950714]",36
11506,16067830,43 philipson street,ALBERT PARK,VIC,3206,-37.8479156,144.950623,$680.00,3,1,0,House,0,680.0,"[-37.8479156, 144.950623]",36
11483,16051322,4 pickles street,ALBERT PARK,VIC,3206,-37.8448753,144.94426,$945.00,2,2,1,House,0,945.0,"[-37.8448753, 144.94426]",36
11499,16077829,1/262 beaconsfield parade,MIDDLE PARK,VIC,3206,-37.8540955,144.962372,$500 Per Week,2,1,1,Apartment / Unit / Flat,0,500.0,"[-37.8540955, 144.962372]",36
11487,16039863,2/53-55 finlay street,ALBERT PARK,VIC,3206,-37.84427,144.9535,$455 per week,1,1,1,Apartment / Unit / Flat,0,455.0,"[-37.84427, 144.9535]",36
11496,16079493,8/49 patterson street,MIDDLE PARK,VIC,3206,-37.854744,144.966324,$490 per week,2,1,1,Apartment / Unit / Flat,0,490.0,"[-37.854744, 144.966324]",36
11511,16052918,22/109 nimmo street,MIDDLE PARK,VIC,3206,-37.8524666,144.9607,$475.00,1,1,0,Apartment / Unit / Flat,0,475.0,"[-37.8524666, 144.9607]",36
11485,16049514,112 harold st,MIDDLE PARK,VIC,3206,-37.8517876,144.958145,1800 per week Fully Furnished,4,3,2,House,0,1800.0,"[-37.8517876, 144.958145]",36
11512,16052698,74 barrett street,ALBERT PARK,VIC,3206,-37.8446236,144.950134,"$1,300.00",3,2,1,House,0,1300.0,"[-37.8446236, 144.950134]",36
11481,16068768,11/90 hambleton street,MIDDLE PARK,VIC,3206,-37.8475647,144.960464,$365.00,1,1,1,Apartment / Unit / Flat,0,365.0,"[-37.8475647, 144.960464]",36
11486,16041229,7/56-58 st vincent place north,ALBERT PARK,VIC,3206,-37.8385429,144.953918,$395.00 per week,1,1,0,Apartment / Unit / Flat,0,395.0,"[-37.8385429, 144.953918]",36
11493,15803546,7/7-9 faussett street,ALBERT PARK,VIC,3206,-37.8416748,144.9553,$380 per week,1,1,1,Apartment / Unit / Flat,0,380.0,"[-37.8416748, 144.9553]",36
11510,16059174,82 reed street,ALBERT PARK,VIC,3206,-37.8467255,144.948227,$1400 per week,3,2,1,House,0,1400.0,"[-37.8467255, 144.948227]",36
11501,16073349,167 richardson street,MIDDLE PARK,VIC,3206,-37.84836,144.960083,"$1,700.00",4,2,0,House,0,1700.0,"[-37.84836, 144.960083]",36
11505,16067878,188b kerferd road,ALBERT PARK,VIC,3206,-37.8479729,144.952042,$650.00 per week,1,1,0,Apartment / Unit / Flat,0,650.0,"[-37.8479729, 144.952042]",36
11489,16007637,22 little graham street,ALBERT PARK,VIC,3206,-37.84405,144.948364,$795.00 per week,2,1,1,House,0,795.0,"[-37.84405, 144.948364]",36
11484,16050692,18/109 nimmo street,MIDDLE PARK,VIC,3206,-37.8524666,144.9607,$475.00 per week,2,1,0,Apartment / Unit / Flat,0,475.0,"[-37.8524666, 144.9607]",36
8992,16078033,808/3 tarver st,PORT MELBOURNE,VIC,3207,-37.8346329,144.9203,$620pw - Study! S/Cage! Views!,2,2,1,Apartment / Unit / Flat,0,620.0,"[-37.8346329, 144.9203]",65
9045,16054203,16 byrne street,PORT MELBOURNE,VIC,3207,-37.8370628,144.934143,$650.00 per week,3,1,1,House,0,650.0,"[-37.8370628, 144.934143]",65
9028,16034025,51 dunstan parade,PORT MELBOURNE,VIC,3207,-37.8367233,144.918991,$590.00,3,1,0,House,0,590.0,"[-37.8367233, 144.918991]",65
9022,16053907,415/99 nott street,PORT MELBOURNE,VIC,3207,-37.8404541,144.938385,$500 per week,2,1,2,Apartment / Unit / Flat,0,500.0,"[-37.8404541, 144.938385]",65
8993,16077065,a303/57 bay street,PORT MELBOURNE,VIC,3207,-37.8412857,144.939377,$500.00 FULLY FURNISHED,1,1,1,Apartment / Unit / Flat,0,500.0,"[-37.8412857, 144.939377]",65
9040,16069564,107 lyons street,PORT MELBOURNE,VIC,3207,-37.83629,144.9449,$725.00,1,1,1,Townhouse,0,725.0,"[-37.83629, 144.9449]",65
9046,16053109,11/201 graham street,PORT MELBOURNE,VIC,3207,-37.8395729,144.939072,$695,2,1,1,Townhouse,0,695.0,"[-37.8395729, 144.939072]",65
8991,16078581,79 boundary street,PORT MELBOURNE,VIC,3207,-37.82946,144.944092,$830 per week,3,3,2,House,0,830.0,"[-37.82946, 144.944092]",65
9005,15998161,08/33 princes street,PORT MELBOURNE,VIC,3207,-37.83983,144.935654,$510 Per Week,2,1,1,Apartment / Unit / Flat,0,510.0,"[-37.83983, 144.935654]",65
9037,16070746,17/3 seisman place,PORT MELBOURNE,VIC,3207,-37.8417778,144.944962,$625 per week,2,1,1,Apartment / Unit / Flat,0,625.0,"[-37.8417778, 144.944962]",65
9050,14198116,118 clark street,PORT MELBOURNE,VIC,3207,-37.83476,144.935471,$800,3,1,0,House,0,800.0,"[-37.83476, 144.935471]",65
9019,16057377,410a/3 tarver street,PORT MELBOURNE,VIC,3207,-37.8346329,144.9203,$600 per week,2,1,1,Apartment / Unit / Flat,0,600.0,"[-37.8346329, 144.9203]",65
9020,16055852,76 esplanade west,PORT MELBOURNE,VIC,3207,-37.8421669,144.942474,$950 Per Week,2,2,2,Townhouse,0,950.0,"[-37.8421669, 144.942474]",65
9044,16059890,505/25 nott street,PORT MELBOURNE,VIC,3207,-37.8418922,144.9375,$395 per week,1,1,0,Apartment / Unit / Flat,0,395.0,"[-37.8418922, 144.9375]",65
9033,16077546,402/49 beach street,PORT MELBOURNE,VIC,3207,-37.842495,144.937531,$940 weekly,2,2,2,Apartment / Unit / Flat,0,940.0,"[-37.842495, 144.937531]",65
9039,16069584,114 clark street,PORT MELBOURNE,VIC,3207,-37.8348236,144.9354,$890.00,4,1,1,House,0,890.0,"[-37.8348236, 144.9354]",65
